ID;Radius;Mass;Energy;Nichel
11656;17.0;12.0;8.50;0.060
11657;17.0;12.0;8.50;0.070
11658;17.0;12.0;8.50;0.080
11659;17.0;12.0;8.50;0.090
11660;17.0;12.0;8.50;0.100
11661;19.0;12.0;8.50;0.010
11662;19.0;12.0;8.50;0.020
11663;19.0;12.0;8.50;0.030
11664;19.0;12.0;8.50;0.040
11665;19.0;12.0;8.50;0.050
11666;19.0;12.0;8.50;0.060
11667;19.0;12.0;8.50;0.070
11668;19.0;12.0;8.50;0.080
11669;19.0;12.0;8.50;0.090
11670;19.0;12.0;8.50;0.100
11671;21.0;12.0;8.50;0.010
11672;21.0;12.0;8.50;0.020
11673;21.0;12.0;8.50;0.030
11674;21.0;12.0;8.50;0.040
11675;21.0;12.0;8.50;0.050
11676;21.0;12.0;8.50;0.060
11677;21.0;12.0;8.50;0.070
11678;21.0;12.0;8.50;0.080
11679;21.0;12.0;8.50;0.090
11680;21.0;12.0;8.50;0.100
11681;23.0;12.0;8.50;0.010
11682;23.0;12.0;8.50;0.020
11683;23.0;12.0;8.50;0.030
11684;23.0;12.0;8.50;0.040
11685;23.0;12.0;8.50;0.050
11686;23.0;12.0;8.50;0.060
11687;23.0;12.0;8.50;0.070
11688;23.0;12.0;8.50;0.080
11689;23.0;12.0;8.50;0.090
11690;23.0;12.0;8.50;0.100
11691;25.0;12.0;8.50;0.010
11692;25.0;12.0;8.50;0.020
11693;25.0;12.0;8.50;0.030
11694;25.0;12.0;8.50;0.040
11695;25.0;12.0;8.50;0.050
11696;25.0;12.0;8.50;0.060
11697;25.0;12.0;8.50;0.070
11698;25.0;12.0;8.50;0.080
11699;25.0;12.0;8.50;0.090
11700;25.0;12.0;8.50;0.100
11701;1.0;14.0;8.50;0.010
11702;1.0;14.0;8.50;0.020
11703;1.0;14.0;8.50;0.030
11704;1.0;14.0;8.50;0.040
11705;1.0;14.0;8.50;0.050
11706;1.0;14.0;8.50;0.060
11707;1.0;14.0;8.50;0.070
11708;1.0;14.0;8.50;0.080
11709;1.0;14.0;8.50;0.090
11710;1.0;14.0;8.50;0.100
11711;3.0;14.0;8.50;0.010
11712;3.0;14.0;8.50;0.020
11713;3.0;14.0;8.50;0.030
11714;3.0;14.0;8.50;0.040
11715;3.0;14.0;8.50;0.050
11716;3.0;14.0;8.50;0.060
11717;3.0;14.0;8.50;0.070
11718;3.0;14.0;8.50;0.080
11719;3.0;14.0;8.50;0.090
11720;3.0;14.0;8.50;0.100
11721;5.0;14.0;8.50;0.010
11722;5.0;14.0;8.50;0.020
11723;5.0;14.0;8.50;0.030
11724;5.0;14.0;8.50;0.040
11725;5.0;14.0;8.50;0.050
11726;5.0;14.0;8.50;0.060
11727;5.0;14.0;8.50;0.070
11728;5.0;14.0;8.50;0.080
11729;5.0;14.0;8.50;0.090
11730;5.0;14.0;8.50;0.100
11731;7.0;14.0;8.50;0.010
11732;7.0;14.0;8.50;0.020
11733;7.0;14.0;8.50;0.030
11734;7.0;14.0;8.50;0.040
11735;7.0;14.0;8.50;0.050
11736;7.0;14.0;8.50;0.060
11737;7.0;14.0;8.50;0.070
11738;7.0;14.0;8.50;0.080
11739;7.0;14.0;8.50;0.090
11740;7.0;14.0;8.50;0.100
11741;9.0;14.0;8.50;0.010
11742;9.0;14.0;8.50;0.020
11743;9.0;14.0;8.50;0.030
11744;9.0;14.0;8.50;0.040
11745;9.0;14.0;8.50;0.050
11746;9.0;14.0;8.50;0.060
11747;9.0;14.0;8.50;0.070
11748;9.0;14.0;8.50;0.080
11749;9.0;14.0;8.50;0.090
11750;9.0;14.0;8.50;0.100
11751;11.0;14.0;8.50;0.010
11752;11.0;14.0;8.50;0.020
11753;11.0;14.0;8.50;0.030
11754;11.0;14.0;8.50;0.040
11755;11.0;14.0;8.50;0.050
11756;11.0;14.0;8.50;0.060
11757;11.0;14.0;8.50;0.070
11758;11.0;14.0;8.50;0.080
11759;11.0;14.0;8.50;0.090
11760;11.0;14.0;8.50;0.100
11761;13.0;14.0;8.50;0.010
11762;13.0;14.0;8.50;0.020
11763;13.0;14.0;8.50;0.030
11764;13.0;14.0;8.50;0.040
11765;13.0;14.0;8.50;0.050
11766;13.0;14.0;8.50;0.060
11767;13.0;14.0;8.50;0.070
11768;13.0;14.0;8.50;0.080
11769;13.0;14.0;8.50;0.090
11770;13.0;14.0;8.50;0.100
11771;15.0;14.0;8.50;0.010
11772;15.0;14.0;8.50;0.020
11773;15.0;14.0;8.50;0.030
11774;15.0;14.0;8.50;0.040
11775;15.0;14.0;8.50;0.050
11776;15.0;14.0;8.50;0.060
11777;15.0;14.0;8.50;0.070
11778;15.0;14.0;8.50;0.080
11779;15.0;14.0;8.50;0.090
11780;15.0;14.0;8.50;0.100
11781;17.0;14.0;8.50;0.010
11782;17.0;14.0;8.50;0.020
11783;17.0;14.0;8.50;0.030
11784;17.0;14.0;8.50;0.040
11785;17.0;14.0;8.50;0.050
11786;17.0;14.0;8.50;0.060
11787;17.0;14.0;8.50;0.070
11788;17.0;14.0;8.50;0.080
11789;17.0;14.0;8.50;0.090
11790;17.0;14.0;8.50;0.100
11791;19.0;14.0;8.50;0.010
11792;19.0;14.0;8.50;0.020
11793;19.0;14.0;8.50;0.030
11794;19.0;14.0;8.50;0.040
11795;19.0;14.0;8.50;0.050
11796;19.0;14.0;8.50;0.060
11797;19.0;14.0;8.50;0.070
11798;19.0;14.0;8.50;0.080
11799;19.0;14.0;8.50;0.090
11800;19.0;14.0;8.50;0.100
11801;21.0;14.0;8.50;0.010
11802;21.0;14.0;8.50;0.020
11803;21.0;14.0;8.50;0.030
11804;21.0;14.0;8.50;0.040
11805;21.0;14.0;8.50;0.050
11806;21.0;14.0;8.50;0.060
11807;21.0;14.0;8.50;0.070
11808;21.0;14.0;8.50;0.080
11809;21.0;14.0;8.50;0.090
11810;21.0;14.0;8.50;0.100
11811;23.0;14.0;8.50;0.010
11812;23.0;14.0;8.50;0.020
11813;23.0;14.0;8.50;0.030
11814;23.0;14.0;8.50;0.040
11815;23.0;14.0;8.50;0.050
11816;23.0;14.0;8.50;0.060
11817;23.0;14.0;8.50;0.070
11818;23.0;14.0;8.50;0.080
11819;23.0;14.0;8.50;0.090
11820;23.0;14.0;8.50;0.100
11821;25.0;14.0;8.50;0.010
11822;25.0;14.0;8.50;0.020
11823;25.0;14.0;8.50;0.030
11824;25.0;14.0;8.50;0.040
11825;25.0;14.0;8.50;0.050
11826;25.0;14.0;8.50;0.060
11827;25.0;14.0;8.50;0.070
11828;25.0;14.0;8.50;0.080
11829;25.0;14.0;8.50;0.090
11830;25.0;14.0;8.50;0.100
11831;1.0;16.0;8.50;0.010
11832;1.0;16.0;8.50;0.020
11833;1.0;16.0;8.50;0.030
11834;1.0;16.0;8.50;0.040
11835;1.0;16.0;8.50;0.050
11836;1.0;16.0;8.50;0.060
11837;1.0;16.0;8.50;0.070
11838;1.0;16.0;8.50;0.080
11839;1.0;16.0;8.50;0.090
11840;1.0;16.0;8.50;0.100
11841;3.0;16.0;8.50;0.010
11842;3.0;16.0;8.50;0.020
11843;3.0;16.0;8.50;0.030
11844;3.0;16.0;8.50;0.040
11845;3.0;16.0;8.50;0.050
11846;3.0;16.0;8.50;0.060
11847;3.0;16.0;8.50;0.070
11848;3.0;16.0;8.50;0.080
11849;3.0;16.0;8.50;0.090
11850;3.0;16.0;8.50;0.100
11851;5.0;16.0;8.50;0.010
11852;5.0;16.0;8.50;0.020
11853;5.0;16.0;8.50;0.030
11854;5.0;16.0;8.50;0.040
11855;5.0;16.0;8.50;0.050
11856;5.0;16.0;8.50;0.060
11857;5.0;16.0;8.50;0.070
11858;5.0;16.0;8.50;0.080
11859;5.0;16.0;8.50;0.090
11860;5.0;16.0;8.50;0.100
11861;7.0;16.0;8.50;0.010
11862;7.0;16.0;8.50;0.020
11863;7.0;16.0;8.50;0.030
11864;7.0;16.0;8.50;0.040
11865;7.0;16.0;8.50;0.050
11866;7.0;16.0;8.50;0.060
11867;7.0;16.0;8.50;0.070
11868;7.0;16.0;8.50;0.080
11869;7.0;16.0;8.50;0.090
11870;7.0;16.0;8.50;0.100
11871;9.0;16.0;8.50;0.010
11872;9.0;16.0;8.50;0.020
11873;9.0;16.0;8.50;0.030
11874;9.0;16.0;8.50;0.040
11875;9.0;16.0;8.50;0.050
11876;9.0;16.0;8.50;0.060
11877;9.0;16.0;8.50;0.070
11878;9.0;16.0;8.50;0.080
11879;9.0;16.0;8.50;0.090
11880;9.0;16.0;8.50;0.100
11881;11.0;16.0;8.50;0.010
11882;11.0;16.0;8.50;0.020
11883;11.0;16.0;8.50;0.030
11884;11.0;16.0;8.50;0.040
11885;11.0;16.0;8.50;0.050
11886;11.0;16.0;8.50;0.060
11887;11.0;16.0;8.50;0.070
11888;11.0;16.0;8.50;0.080
11889;11.0;16.0;8.50;0.090
11890;11.0;16.0;8.50;0.100
11891;13.0;16.0;8.50;0.010
11892;13.0;16.0;8.50;0.020
11893;13.0;16.0;8.50;0.030
11894;13.0;16.0;8.50;0.040
11895;13.0;16.0;8.50;0.050
11896;13.0;16.0;8.50;0.060
11897;13.0;16.0;8.50;0.070
11898;13.0;16.0;8.50;0.080
11899;13.0;16.0;8.50;0.090
11900;13.0;16.0;8.50;0.100
11901;15.0;16.0;8.50;0.010
11902;15.0;16.0;8.50;0.020
11903;15.0;16.0;8.50;0.030
11904;15.0;16.0;8.50;0.040
11905;15.0;16.0;8.50;0.050
11906;15.0;16.0;8.50;0.060
11907;15.0;16.0;8.50;0.070
11908;15.0;16.0;8.50;0.080
11909;15.0;16.0;8.50;0.090
11910;15.0;16.0;8.50;0.100
11911;17.0;16.0;8.50;0.010
11912;17.0;16.0;8.50;0.020
11913;17.0;16.0;8.50;0.030
11914;17.0;16.0;8.50;0.040
11915;17.0;16.0;8.50;0.050
11916;17.0;16.0;8.50;0.060
11917;17.0;16.0;8.50;0.070
11918;17.0;16.0;8.50;0.080
11919;17.0;16.0;8.50;0.090
11920;17.0;16.0;8.50;0.100
11921;19.0;16.0;8.50;0.010
11922;19.0;16.0;8.50;0.020
11923;19.0;16.0;8.50;0.030
11924;19.0;16.0;8.50;0.040
11925;19.0;16.0;8.50;0.050
11926;19.0;16.0;8.50;0.060
11927;19.0;16.0;8.50;0.070
11928;19.0;16.0;8.50;0.080
11929;19.0;16.0;8.50;0.090
11930;19.0;16.0;8.50;0.100
11931;21.0;16.0;8.50;0.010
11932;21.0;16.0;8.50;0.020
11933;21.0;16.0;8.50;0.030
11934;21.0;16.0;8.50;0.040
11935;21.0;16.0;8.50;0.050
11936;21.0;16.0;8.50;0.060
11937;21.0;16.0;8.50;0.070
11938;21.0;16.0;8.50;0.080
11939;21.0;16.0;8.50;0.090
11940;21.0;16.0;8.50;0.100
11941;23.0;16.0;8.50;0.010
11942;23.0;16.0;8.50;0.020
11943;23.0;16.0;8.50;0.030
11944;23.0;16.0;8.50;0.040
11945;23.0;16.0;8.50;0.050
11946;23.0;16.0;8.50;0.060
11947;23.0;16.0;8.50;0.070
11948;23.0;16.0;8.50;0.080
11949;23.0;16.0;8.50;0.090
11950;23.0;16.0;8.50;0.100
11951;25.0;16.0;8.50;0.010
11952;25.0;16.0;8.50;0.020
11953;25.0;16.0;8.50;0.030
11954;25.0;16.0;8.50;0.040
11955;25.0;16.0;8.50;0.050
11956;25.0;16.0;8.50;0.060
11957;25.0;16.0;8.50;0.070
11958;25.0;16.0;8.50;0.080
11959;25.0;16.0;8.50;0.090
11960;25.0;16.0;8.50;0.100
11961;1.0;18.0;8.50;0.010
11962;1.0;18.0;8.50;0.020
11963;1.0;18.0;8.50;0.030
11964;1.0;18.0;8.50;0.040
11965;1.0;18.0;8.50;0.050
11966;1.0;18.0;8.50;0.060
11967;1.0;18.0;8.50;0.070
11968;1.0;18.0;8.50;0.080
11969;1.0;18.0;8.50;0.090
11970;1.0;18.0;8.50;0.100
11971;3.0;18.0;8.50;0.010
11972;3.0;18.0;8.50;0.020
11973;3.0;18.0;8.50;0.030
11974;3.0;18.0;8.50;0.040
11975;3.0;18.0;8.50;0.050
11976;3.0;18.0;8.50;0.060
11977;3.0;18.0;8.50;0.070
11978;3.0;18.0;8.50;0.080
11979;3.0;18.0;8.50;0.090
11980;3.0;18.0;8.50;0.100
11981;5.0;18.0;8.50;0.010
11982;5.0;18.0;8.50;0.020
11983;5.0;18.0;8.50;0.030
11984;5.0;18.0;8.50;0.040
11985;5.0;18.0;8.50;0.050
11986;5.0;18.0;8.50;0.060
11987;5.0;18.0;8.50;0.070
11988;5.0;18.0;8.50;0.080
11989;5.0;18.0;8.50;0.090
11990;5.0;18.0;8.50;0.100
11991;7.0;18.0;8.50;0.010
11992;7.0;18.0;8.50;0.020
11993;7.0;18.0;8.50;0.030
11994;7.0;18.0;8.50;0.040
11995;7.0;18.0;8.50;0.050
11996;7.0;18.0;8.50;0.060
11997;7.0;18.0;8.50;0.070
11998;7.0;18.0;8.50;0.080
11999;7.0;18.0;8.50;0.090
12000;7.0;18.0;8.50;0.100
12001;9.0;18.0;8.50;0.010
12002;9.0;18.0;8.50;0.020
12003;9.0;18.0;8.50;0.030
12004;9.0;18.0;8.50;0.040
12005;9.0;18.0;8.50;0.050
12006;9.0;18.0;8.50;0.060
12007;9.0;18.0;8.50;0.070
12008;9.0;18.0;8.50;0.080
12009;9.0;18.0;8.50;0.090
12010;9.0;18.0;8.50;0.100
12011;11.0;18.0;8.50;0.010
12012;11.0;18.0;8.50;0.020
12013;11.0;18.0;8.50;0.030
12014;11.0;18.0;8.50;0.040
12015;11.0;18.0;8.50;0.050
12016;11.0;18.0;8.50;0.060
12017;11.0;18.0;8.50;0.070
12018;11.0;18.0;8.50;0.080
12019;11.0;18.0;8.50;0.090
12020;11.0;18.0;8.50;0.100
12021;13.0;18.0;8.50;0.010
12022;13.0;18.0;8.50;0.020
12023;13.0;18.0;8.50;0.030
12024;13.0;18.0;8.50;0.040
12025;13.0;18.0;8.50;0.050
12026;13.0;18.0;8.50;0.060
12027;13.0;18.0;8.50;0.070
12028;13.0;18.0;8.50;0.080
12029;13.0;18.0;8.50;0.090
12030;13.0;18.0;8.50;0.100
12031;15.0;18.0;8.50;0.010
12032;15.0;18.0;8.50;0.020
12033;15.0;18.0;8.50;0.030
12034;15.0;18.0;8.50;0.040
12035;15.0;18.0;8.50;0.050
12036;15.0;18.0;8.50;0.060
12037;15.0;18.0;8.50;0.070
12038;15.0;18.0;8.50;0.080
12039;15.0;18.0;8.50;0.090
12040;15.0;18.0;8.50;0.100
12041;17.0;18.0;8.50;0.010
12042;17.0;18.0;8.50;0.020
12043;17.0;18.0;8.50;0.030
12044;17.0;18.0;8.50;0.040
12045;17.0;18.0;8.50;0.050
12046;17.0;18.0;8.50;0.060
12047;17.0;18.0;8.50;0.070
12048;17.0;18.0;8.50;0.080
12049;17.0;18.0;8.50;0.090
12050;17.0;18.0;8.50;0.100
12051;19.0;18.0;8.50;0.010
12052;19.0;18.0;8.50;0.020
12053;19.0;18.0;8.50;0.030
12054;19.0;18.0;8.50;0.040
12055;19.0;18.0;8.50;0.050
12056;19.0;18.0;8.50;0.060
12057;19.0;18.0;8.50;0.070
12058;19.0;18.0;8.50;0.080
12059;19.0;18.0;8.50;0.090
12060;19.0;18.0;8.50;0.100
12061;21.0;18.0;8.50;0.010
12062;21.0;18.0;8.50;0.020
12063;21.0;18.0;8.50;0.030
12064;21.0;18.0;8.50;0.040
12065;21.0;18.0;8.50;0.050
12066;21.0;18.0;8.50;0.060
12067;21.0;18.0;8.50;0.070
12068;21.0;18.0;8.50;0.080
12069;21.0;18.0;8.50;0.090
12070;21.0;18.0;8.50;0.100
12071;23.0;18.0;8.50;0.010
12072;23.0;18.0;8.50;0.020
12073;23.0;18.0;8.50;0.030
12074;23.0;18.0;8.50;0.040
12075;23.0;18.0;8.50;0.050
12076;23.0;18.0;8.50;0.060
12077;23.0;18.0;8.50;0.070
12078;23.0;18.0;8.50;0.080
12079;23.0;18.0;8.50;0.090
12080;23.0;18.0;8.50;0.100
12081;25.0;18.0;8.50;0.010
12082;25.0;18.0;8.50;0.020
12083;25.0;18.0;8.50;0.030
12084;25.0;18.0;8.50;0.040
12085;25.0;18.0;8.50;0.050
12086;25.0;18.0;8.50;0.060
12087;25.0;18.0;8.50;0.070
12088;25.0;18.0;8.50;0.080
12089;25.0;18.0;8.50;0.090
12090;25.0;18.0;8.50;0.100
12091;1.0;20.0;8.50;0.010
12092;1.0;20.0;8.50;0.020
12093;1.0;20.0;8.50;0.030
12094;1.0;20.0;8.50;0.040
12095;1.0;20.0;8.50;0.050
12096;1.0;20.0;8.50;0.060
12097;1.0;20.0;8.50;0.070
12098;1.0;20.0;8.50;0.080
12099;1.0;20.0;8.50;0.090
12100;1.0;20.0;8.50;0.100
12101;3.0;20.0;8.50;0.010
12102;3.0;20.0;8.50;0.020
12103;3.0;20.0;8.50;0.030
12104;3.0;20.0;8.50;0.040
12105;3.0;20.0;8.50;0.050
12106;3.0;20.0;8.50;0.060
12107;3.0;20.0;8.50;0.070
12108;3.0;20.0;8.50;0.080
12109;3.0;20.0;8.50;0.090
12110;3.0;20.0;8.50;0.100
12111;5.0;20.0;8.50;0.010
12112;5.0;20.0;8.50;0.020
12113;5.0;20.0;8.50;0.030
12114;5.0;20.0;8.50;0.040
12115;5.0;20.0;8.50;0.050
12116;5.0;20.0;8.50;0.060
12117;5.0;20.0;8.50;0.070
12118;5.0;20.0;8.50;0.080
12119;5.0;20.0;8.50;0.090
12120;5.0;20.0;8.50;0.100
12121;7.0;20.0;8.50;0.010
12122;7.0;20.0;8.50;0.020
12123;7.0;20.0;8.50;0.030
12124;7.0;20.0;8.50;0.040
12125;7.0;20.0;8.50;0.050
12126;7.0;20.0;8.50;0.060
12127;7.0;20.0;8.50;0.070
12128;7.0;20.0;8.50;0.080
12129;7.0;20.0;8.50;0.090
12130;7.0;20.0;8.50;0.100
12131;9.0;20.0;8.50;0.010
12132;9.0;20.0;8.50;0.020
12133;9.0;20.0;8.50;0.030
12134;9.0;20.0;8.50;0.040
12135;9.0;20.0;8.50;0.050
12136;9.0;20.0;8.50;0.060
12137;9.0;20.0;8.50;0.070
12138;9.0;20.0;8.50;0.080
12139;9.0;20.0;8.50;0.090
12140;9.0;20.0;8.50;0.100
12141;11.0;20.0;8.50;0.010
12142;11.0;20.0;8.50;0.020
12143;11.0;20.0;8.50;0.030
12144;11.0;20.0;8.50;0.040
12145;11.0;20.0;8.50;0.050
12146;11.0;20.0;8.50;0.060
12147;11.0;20.0;8.50;0.070
12148;11.0;20.0;8.50;0.080
12149;11.0;20.0;8.50;0.090
12150;11.0;20.0;8.50;0.100
12151;13.0;20.0;8.50;0.010
12152;13.0;20.0;8.50;0.020
12153;13.0;20.0;8.50;0.030
12154;13.0;20.0;8.50;0.040
12155;13.0;20.0;8.50;0.050
12156;13.0;20.0;8.50;0.060
12157;13.0;20.0;8.50;0.070
12158;13.0;20.0;8.50;0.080
12159;13.0;20.0;8.50;0.090
12160;13.0;20.0;8.50;0.100
12161;15.0;20.0;8.50;0.010
12162;15.0;20.0;8.50;0.020
12163;15.0;20.0;8.50;0.030
12164;15.0;20.0;8.50;0.040
12165;15.0;20.0;8.50;0.050
12166;15.0;20.0;8.50;0.060
12167;15.0;20.0;8.50;0.070
12168;15.0;20.0;8.50;0.080
12169;15.0;20.0;8.50;0.090
12170;15.0;20.0;8.50;0.100
12171;17.0;20.0;8.50;0.010
12172;17.0;20.0;8.50;0.020
12173;17.0;20.0;8.50;0.030
12174;17.0;20.0;8.50;0.040
12175;17.0;20.0;8.50;0.050
12176;17.0;20.0;8.50;0.060
12177;17.0;20.0;8.50;0.070
12178;17.0;20.0;8.50;0.080
12179;17.0;20.0;8.50;0.090
12180;17.0;20.0;8.50;0.100
12181;19.0;20.0;8.50;0.010
12182;19.0;20.0;8.50;0.020
12183;19.0;20.0;8.50;0.030
12184;19.0;20.0;8.50;0.040
12185;19.0;20.0;8.50;0.050
12186;19.0;20.0;8.50;0.060
12187;19.0;20.0;8.50;0.070
12188;19.0;20.0;8.50;0.080
12189;19.0;20.0;8.50;0.090
12190;19.0;20.0;8.50;0.100
12191;21.0;20.0;8.50;0.010
12192;21.0;20.0;8.50;0.020
12193;21.0;20.0;8.50;0.030
12194;21.0;20.0;8.50;0.040
12195;21.0;20.0;8.50;0.050
12196;21.0;20.0;8.50;0.060
12197;21.0;20.0;8.50;0.070
12198;21.0;20.0;8.50;0.080
12199;21.0;20.0;8.50;0.090
12200;21.0;20.0;8.50;0.100
12201;23.0;20.0;8.50;0.010
12202;23.0;20.0;8.50;0.020
12203;23.0;20.0;8.50;0.030
12204;23.0;20.0;8.50;0.040
12205;23.0;20.0;8.50;0.050
12206;23.0;20.0;8.50;0.060
12207;23.0;20.0;8.50;0.070
12208;23.0;20.0;8.50;0.080
12209;23.0;20.0;8.50;0.090
12210;23.0;20.0;8.50;0.100
12211;25.0;20.0;8.50;0.010
12212;25.0;20.0;8.50;0.020
12213;25.0;20.0;8.50;0.030
12214;25.0;20.0;8.50;0.040
12215;25.0;20.0;8.50;0.050
12216;25.0;20.0;8.50;0.060
12217;25.0;20.0;8.50;0.070
12218;25.0;20.0;8.50;0.080
12219;25.0;20.0;8.50;0.090
12220;25.0;20.0;8.50;0.100
12221;1.0;22.0;8.50;0.010
12222;1.0;22.0;8.50;0.020
12223;1.0;22.0;8.50;0.030
12224;1.0;22.0;8.50;0.040
12225;1.0;22.0;8.50;0.050
12226;1.0;22.0;8.50;0.060
12227;1.0;22.0;8.50;0.070
12228;1.0;22.0;8.50;0.080
12229;1.0;22.0;8.50;0.090
12230;1.0;22.0;8.50;0.100
12231;3.0;22.0;8.50;0.010
12232;3.0;22.0;8.50;0.020
12233;3.0;22.0;8.50;0.030
12234;3.0;22.0;8.50;0.040
12235;3.0;22.0;8.50;0.050
12236;3.0;22.0;8.50;0.060
12237;3.0;22.0;8.50;0.070
12238;3.0;22.0;8.50;0.080
12239;3.0;22.0;8.50;0.090
12240;3.0;22.0;8.50;0.100
12241;5.0;22.0;8.50;0.010
12242;5.0;22.0;8.50;0.020
12243;5.0;22.0;8.50;0.030
12244;5.0;22.0;8.50;0.040
12245;5.0;22.0;8.50;0.050
12246;5.0;22.0;8.50;0.060
12247;5.0;22.0;8.50;0.070
12248;5.0;22.0;8.50;0.080
12249;5.0;22.0;8.50;0.090
12250;5.0;22.0;8.50;0.100
12251;7.0;22.0;8.50;0.010
12252;7.0;22.0;8.50;0.020
12253;7.0;22.0;8.50;0.030
12254;7.0;22.0;8.50;0.040
12255;7.0;22.0;8.50;0.050
12256;7.0;22.0;8.50;0.060
12257;7.0;22.0;8.50;0.070
12258;7.0;22.0;8.50;0.080
12259;7.0;22.0;8.50;0.090
12260;7.0;22.0;8.50;0.100
12261;9.0;22.0;8.50;0.010
12262;9.0;22.0;8.50;0.020
12263;9.0;22.0;8.50;0.030
12264;9.0;22.0;8.50;0.040
12265;9.0;22.0;8.50;0.050
12266;9.0;22.0;8.50;0.060
12267;9.0;22.0;8.50;0.070
12268;9.0;22.0;8.50;0.080
12269;9.0;22.0;8.50;0.090
12270;9.0;22.0;8.50;0.100
12271;11.0;22.0;8.50;0.010
12272;11.0;22.0;8.50;0.020
12273;11.0;22.0;8.50;0.030
12274;11.0;22.0;8.50;0.040
12275;11.0;22.0;8.50;0.050
12276;11.0;22.0;8.50;0.060
12277;11.0;22.0;8.50;0.070
12278;11.0;22.0;8.50;0.080
12279;11.0;22.0;8.50;0.090
12280;11.0;22.0;8.50;0.100
12281;13.0;22.0;8.50;0.010
12282;13.0;22.0;8.50;0.020
12283;13.0;22.0;8.50;0.030
12284;13.0;22.0;8.50;0.040
12285;13.0;22.0;8.50;0.050
12286;13.0;22.0;8.50;0.060
12287;13.0;22.0;8.50;0.070
12288;13.0;22.0;8.50;0.080
12289;13.0;22.0;8.50;0.090
12290;13.0;22.0;8.50;0.100
12291;15.0;22.0;8.50;0.010
12292;15.0;22.0;8.50;0.020
12293;15.0;22.0;8.50;0.030
12294;15.0;22.0;8.50;0.040
12295;15.0;22.0;8.50;0.050
12296;15.0;22.0;8.50;0.060
12297;15.0;22.0;8.50;0.070
12298;15.0;22.0;8.50;0.080
12299;15.0;22.0;8.50;0.090
12300;15.0;22.0;8.50;0.100
12301;17.0;22.0;8.50;0.010
12302;17.0;22.0;8.50;0.020
12303;17.0;22.0;8.50;0.030
12304;17.0;22.0;8.50;0.040
12305;17.0;22.0;8.50;0.050
12306;17.0;22.0;8.50;0.060
12307;17.0;22.0;8.50;0.070
12308;17.0;22.0;8.50;0.080
12309;17.0;22.0;8.50;0.090
12310;17.0;22.0;8.50;0.100
12311;19.0;22.0;8.50;0.010
12312;19.0;22.0;8.50;0.020
12313;19.0;22.0;8.50;0.030
12314;19.0;22.0;8.50;0.040
12315;19.0;22.0;8.50;0.050
12316;19.0;22.0;8.50;0.060
12317;19.0;22.0;8.50;0.070
12318;19.0;22.0;8.50;0.080
12319;19.0;22.0;8.50;0.090
12320;19.0;22.0;8.50;0.100
12321;21.0;22.0;8.50;0.010
12322;21.0;22.0;8.50;0.020
12323;21.0;22.0;8.50;0.030
12324;21.0;22.0;8.50;0.040
12325;21.0;22.0;8.50;0.050
12326;21.0;22.0;8.50;0.060
12327;21.0;22.0;8.50;0.070
12328;21.0;22.0;8.50;0.080
12329;21.0;22.0;8.50;0.090
12330;21.0;22.0;8.50;0.100
12331;23.0;22.0;8.50;0.010
12332;23.0;22.0;8.50;0.020
12333;23.0;22.0;8.50;0.030
12334;23.0;22.0;8.50;0.040
12335;23.0;22.0;8.50;0.050
12336;23.0;22.0;8.50;0.060
12337;23.0;22.0;8.50;0.070
12338;23.0;22.0;8.50;0.080
12339;23.0;22.0;8.50;0.090
12340;23.0;22.0;8.50;0.100
12341;25.0;22.0;8.50;0.010
12342;25.0;22.0;8.50;0.020
12343;25.0;22.0;8.50;0.030
12344;25.0;22.0;8.50;0.040
12345;25.0;22.0;8.50;0.050
12346;25.0;22.0;8.50;0.060
12347;25.0;22.0;8.50;0.070
12348;25.0;22.0;8.50;0.080
12349;25.0;22.0;8.50;0.090
12350;25.0;22.0;8.50;0.100
12351;1.0;24.0;8.50;0.010
12352;1.0;24.0;8.50;0.020
12353;1.0;24.0;8.50;0.030
12354;1.0;24.0;8.50;0.040
12355;1.0;24.0;8.50;0.050
12356;1.0;24.0;8.50;0.060
12357;1.0;24.0;8.50;0.070
12358;1.0;24.0;8.50;0.080
12359;1.0;24.0;8.50;0.090
12360;1.0;24.0;8.50;0.100
12361;3.0;24.0;8.50;0.010
12362;3.0;24.0;8.50;0.020
12363;3.0;24.0;8.50;0.030
12364;3.0;24.0;8.50;0.040
12365;3.0;24.0;8.50;0.050
12366;3.0;24.0;8.50;0.060
12367;3.0;24.0;8.50;0.070
12368;3.0;24.0;8.50;0.080
12369;3.0;24.0;8.50;0.090
12370;3.0;24.0;8.50;0.100
12371;5.0;24.0;8.50;0.010
12372;5.0;24.0;8.50;0.020
12373;5.0;24.0;8.50;0.030
12374;5.0;24.0;8.50;0.040
12375;5.0;24.0;8.50;0.050
12376;5.0;24.0;8.50;0.060
12377;5.0;24.0;8.50;0.070
12378;5.0;24.0;8.50;0.080
12379;5.0;24.0;8.50;0.090
12380;5.0;24.0;8.50;0.100
12381;7.0;24.0;8.50;0.010
12382;7.0;24.0;8.50;0.020
12383;7.0;24.0;8.50;0.030
12384;7.0;24.0;8.50;0.040
12385;7.0;24.0;8.50;0.050
12386;7.0;24.0;8.50;0.060
12387;7.0;24.0;8.50;0.070
12388;7.0;24.0;8.50;0.080
12389;7.0;24.0;8.50;0.090
12390;7.0;24.0;8.50;0.100
